stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_desc,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
15073,15073,Hyde St & Greenwich St,37.800993,-122.419322,,,https://www.sfmta.com/15073,,,,0,
15071,15071,Hyde St & Grove St,37.779346,-122.415158,,,https://www.sfmta.com/15071,,,,0,
15076,15076,Hyde St & Jackson St,37.794542,-122.418189,,,https://www.sfmta.com/15076,,,,0,
15077,15077,Hyde St & Lombard St,37.801912,-122.419562,,,https://www.sfmta.com/15077,,,,0,
15078,15078,Hyde St & Lombard St,37.801859,-122.419665,,,https://www.sfmta.com/15078,,,,0,
15079,15079,Hyde St & Mcallister St,37.780783,-122.415421,,,https://www.sfmta.com/15079,,,,0,
15080,15080,Hyde St & North Point St,37.805633,-122.420272,,,https://www.sfmta.com/15080,,,,0,
15081,15081,Hyde St & North Point St,37.805705,-122.420455,,,https://www.sfmta.com/15081,,,,0,
15083,15083,Hyde St & Pacific Ave,37.795354,-122.418361,,,https://www.sfmta.com/15083,,,,0,
15082,15082,Hyde St & Pacific Ave,37.7954,-122.4182,,,https://www.sfmta.com/15082,,,,0,
15084,15084,Hyde St & Pine St,37.79017,-122.4173,,,https://www.sfmta.com/15084,,,,0,
15087,15087,Hyde St & Turk St,37.782648,-122.415799,,,https://www.sfmta.com/15087,,,,0,
15089,15089,Hyde St & Union St,37.799182,-122.419139,,,https://www.sfmta.com/15089,,,,0,
15088,15088,Hyde St & Union St,37.799236,-122.418979,,,https://www.sfmta.com/15088,,,,0,
15091,15091,Hyde St & Vallejo St,37.797406,-122.418773,,,https://www.sfmta.com/15091,,,,0,
15090,15090,Hyde St & Vallejo St,37.79744,-122.41863,,,https://www.sfmta.com/15090,,,,0,
15092,15092,Industrial St & Bay Shore Blvd,37.738148,-122.406539,,,https://www.sfmta.com/15092,,,,0,
15093,15093,Industrial St & Bay Shore Blvd,37.737943,-122.40678,,,https://www.sfmta.com/15093,,,,0,
15094,15094,Industrial St & Elmira St,37.73879,-122.40373,,,https://www.sfmta.com/15094,,,,0,
15095,15095,Industrial St & Palou Ave,37.73955,-122.40101,,,https://www.sfmta.com/15095,,,,0,
15096,15096,Industrial St & Revere Ave,37.73913,-122.40305,,,https://www.sfmta.com/15096,,,,0,
15106,15106,Ingalls St & Beatrice Ln,37.73058,-122.38034,,,https://www.sfmta.com/15106,,,,0,
15108,15108,Ingalls St & Harbor Rd,37.7333,-122.37984,,,https://www.sfmta.com/15108,,,,0,
15107,15107,Ingalls St & Harbor Rd,37.73347,-122.380023,,,https://www.sfmta.com/15107,,,,0,
18058,18058,Ingalls St & Kiska Rd,37.731042,-122.379556,,,https://www.sfmta.com/18058,,,,0,
18057,18057,Ingalls St & Lasalle Ave,37.730535,-122.381526,,,https://www.sfmta.com/18057,,,,0,
18053,18053,Ingalls St & Lasalle Ave,37.730633,-122.381389,,,https://www.sfmta.com/18053,,,,0,
18056,18056,Ingalls St & Oakdale Ave,37.730286,-122.38289,,,https://www.sfmta.com/18056,,,,0,
18054,18054,Ingalls St & Oakdale Ave,37.730428,-122.382913,,,https://www.sfmta.com/18054,,,,0,
18066,18066,Ingalls St & Palou Ave,37.729884,-122.383451,,,https://www.sfmta.com/18066,,,,0,
15110,15110,Ingalls St & Revere Ave,37.72837,-122.3846,,,https://www.sfmta.com/15110,,,,0,
15112,15112,Ingalls St & Thomas Ave,37.72711,-122.38572,,,https://www.sfmta.com/15112,,,,0,
15111,15111,Ingalls St & Thomas Ave,37.72735,-122.38563,,,https://www.sfmta.com/15111,,,,0,
15114,15114,Ingalls St & Van Dyke Ave,37.72611,-122.38677,,,https://www.sfmta.com/15114,,,,0,
15113,15113,Ingalls St & Van Dyke Ave,37.726041,-122.386685,,,https://www.sfmta.com/15113,,,,0,
15115,15115,Ingerson Ave & Griffith St,37.717012,-122.389212,,,https://www.sfmta.com/15115,,,,0,
15116,15116,Ingerson Ave & Hawes St,37.718039,-122.390998,,,https://www.sfmta.com/15116,,,,0,
15099,15099,Innes Ave & Arelious Walker Dr,37.730941,-122.37376,,,https://www.sfmta.com/15099,,,,0,
15098,15098,Innes Ave & Earl St,37.729869,-122.372134,,,https://www.sfmta.com/15098,,,,0,
15097,15097,Innes Ave & Earl St,37.729878,-122.371871,,,https://www.sfmta.com/15097,,,,0,
15100,15100,Innes Ave & Fitch St,37.730932,-122.374035,,,https://www.sfmta.com/15100,,,,0,
15101,15101,Innes Ave & Griffith St,37.732004,-122.375614,,,https://www.sfmta.com/15101,,,,0,
15102,15102,Innes Ave & Griffith St,37.73199,-122.37588,,,https://www.sfmta.com/15102,,,,0,
15104,15104,Innes Ave & Hunters Point Blvd,37.732709,-122.377172,,,https://www.sfmta.com/15104,,,,0,
15103,15103,Innes Ave & Hunters Point Blvd,37.732915,-122.377229,,,https://www.sfmta.com/15103,,,,0,
15118,15118,Irving St & 2nd Ave,37.764441,-122.458643,,,https://www.sfmta.com/15118,,,,0,
18031,18031,Irving St & 5th Ave,37.764182,-122.462139,,,https://www.sfmta.com/18031,,,,0,
18032,18032,Irving St & 6th Ave,37.764244,-122.462987,,,https://www.sfmta.com/18032,,,,0,
