37.718216,-122.503681,6:0:0,78
37.718216,-122.503681,6:30:0,78
37.718216,-122.503681,7:0:0,78
37.718216,-122.503681,7:30:0,78
37.718216,-122.503681,8:0:0,78
37.718216,-122.503681,8:30:0,78
37.718216,-122.503681,9:0:0,78
37.718216,-122.503681,9:30:0,78
37.718216,-122.493681,6:0:0,111
37.718216,-122.493681,6:30:0,110
37.718216,-122.493681,7:0:0,106
37.718216,-122.493681,7:30:0,118
37.718216,-122.493681,8:0:0,110
37.718216,-122.493681,8:30:0,113
37.718216,-122.493681,9:0:0,125
37.718216,-122.493681,9:30:0,112
37.718216,-122.48368099999999,6:0:0,161
37.718216,-122.48368099999999,6:30:0,163
37.718216,-122.48368099999999,7:0:0,171
37.718216,-122.48368099999999,7:30:0,159
37.718216,-122.48368099999999,8:0:0,173
37.718216,-122.48368099999999,8:30:0,172
37.718216,-122.48368099999999,9:0:0,184
37.718216,-122.48368099999999,9:30:0,157
37.718216,-122.47368099999998,6:0:0,281
37.718216,-122.47368099999998,6:30:0,403
37.718216,-122.47368099999998,7:0:0,291
37.718216,-122.47368099999998,7:30:0,279
37.718216,-122.47368099999998,8:0:0,391
37.718216,-122.47368099999998,8:30:0,330
37.718216,-122.47368099999998,9:0:0,438
37.718216,-122.47368099999998,9:30:0,285
37.718216,-122.46368099999998,6:0:0,258
37.718216,-122.46368099999998,6:30:0,299
37.718216,-122.46368099999998,7:0:0,335
37.718216,-122.46368099999998,7:30:0,327
37.718216,-122.46368099999998,8:0:0,337
37.718216,-122.46368099999998,8:30:0,266
37.718216,-122.46368099999998,9:0:0,280
37.718216,-122.46368099999998,9:30:0,337
37.718216,-122.45368099999997,6:0:0,352
37.718216,-122.45368099999997,6:30:0,315
37.718216,-122.45368099999997,7:0:0,338
37.718216,-122.45368099999997,7:30:0,342
37.718216,-122.45368099999997,8:0:0,327
37.718216,-122.45368099999997,8:30:0,356
37.718216,-122.45368099999997,9:0:0,316
37.718216,-122.45368099999997,9:30:0,334
37.718216,-122.44368099999997,6:0:0,421
37.718216,-122.44368099999997,6:30:0,465
37.718216,-122.44368099999997,7:0:0,415
37.718216,-122.44368099999997,7:30:0,394
37.718216,-122.44368099999997,8:0:0,377
37.718216,-122.44368099999997,8:30:0,406
37.718216,-122.44368099999997,9:0:0,446
37.718216,-122.44368099999997,9:30:0,416
37.718216,-122.43368099999996,6:0:0,419
37.718216,-122.43368099999996,6:30:0,413
37.718216,-122.43368099999996,7:0:0,451
37.718216,-122.43368099999996,7:30:0,428
37.718216,-122.43368099999996,8:0:0,443
37.718216,-122.43368099999996,8:30:0,406
37.718216,-122.43368099999996,9:0:0,428
37.718216,-122.43368099999996,9:30:0,417
37.718216,-122.42368099999996,6:0:0,416
37.718216,-122.42368099999996,6:30:0,467
37.718216,-122.42368099999996,7:0:0,456
37.718216,-122.42368099999996,7:30:0,424
37.718216,-122.42368099999996,8:0:0,449
37.718216,-122.42368099999996,8:30:0,457
37.718216,-122.42368099999996,9:0:0,458
37.718216,-122.42368099999996,9:30:0,512
37.718216,-122.41368099999995,6:0:0,474
37.718216,-122.41368099999995,6:30:0,474
37.718216,-122.41368099999995,7:0:0,467
37.718216,-122.41368099999995,7:30:0,437
37.718216,-122.41368099999995,8:0:0,454
37.718216,-122.41368099999995,8:30:0,462
37.718216,-122.41368099999995,9:0:0,462
37.718216,-122.41368099999995,9:30:0,490
37.718216,-122.40368099999995,6:0:0,473
37.718216,-122.40368099999995,6:30:0,544
37.718216,-122.40368099999995,7:0:0,516
37.718216,-122.40368099999995,7:30:0,507
37.718216,-122.40368099999995,8:0:0,521
37.718216,-122.40368099999995,8:30:0,513
37.718216,-122.40368099999995,9:0:0,507
37.718216,-122.40368099999995,9:30:0,495
37.718216,-122.39368099999994,6:0:0,505
37.718216,-122.39368099999994,6:30:0,529
37.718216,-122.39368099999994,7:0:0,538
37.718216,-122.39368099999994,7:30:0,523
37.718216,-122.39368099999994,8:0:0,521
37.718216,-122.39368099999994,8:30:0,534
37.718216,-122.39368099999994,9:0:0,506
37.718216,-122.39368099999994,9:30:0,497
37.718216,-122.38368099999994,6:0:0,518
37.718216,-122.38368099999994,6:30:0,526
